Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
7/19/2004,U (Sep 04),197.5,197.9,197.3,197.9,199.1,199.1,15,0,15
7/20/2004,U (Sep 04),198.8,198.8,196.5,196.5,196.1,-3,42,0,56
7/21/2004,U (Sep 04),196.2,205.6,196.2,205.5,205.8,9.7,45,0,95
7/22/2004,U (Sep 04),205.9,205.9,203.3,203.3,202.4,-3.4,6,0,92
7/23/2004,U (Sep 04),204,206,204,205.1,205.9,3.5,15,0,106
7/26/2004,U (Sep 04),204,207.1,204,205.6,206.6,0.7,73,0,149
7/27/2004,U (Sep 04),204.3,204.3,201.8,201.8,202.5,-4.1,34,0,168
7/28/2004,U (Sep 04),202.5,204.6,199.9,199.9,200.5,-2,40,0,174
7/29/2004,U (Sep 04),200.6,201.5,197.2,201.5,200.6,0.1,110,0,262
7/30/2004,U (Sep 04),201.4,201.7,201,201,200.6,0,147,0,392
8/2/2004,U (Sep 04),200.8,201.6,197.7,197.7,197.8,-2.8,65,0,449
8/3/2004,U (Sep 04),199.4,199.4,195.5,196.9,197.2,-0.6,88,0,484
8/4/2004,U (Sep 04),198.2,198.2,194.2,194.2,194.8,-2.4,276,0,709
8/5/2004,U (Sep 04),194.9,200,194.9,200,199.1,4.3,140,0,821
8/6/2004,U (Sep 04),205.7,205.7,201.8,203.5,203.4,4.3,213,0,974
8/9/2004,U (Sep 04),202,202.5,197.3,200.1,199.1,-4.3,290,0,1183
8/10/2004,U (Sep 04),197.5,197.5,191,192.6,191.7,-7.4,80,0,1198
8/11/2004,U (Sep 04),195,196,192.6,195.1,193.5,1.8,193,0,1270
8/12/2004,U (Sep 04),195.7,196,192,193.9,193.2,-0.3,403,0,1647
8/13/2004,U (Sep 04),191.2,192.5,190.1,190.1,190.2,-3,413,0,1864
8/16/2004,U (Sep 04),191,191,185,185,185,-5.2,92,0,1905
8/17/2004,U (Sep 04),182.3,183.1,180.4,181.8,181.9,-3.1,307,0,1995
8/18/2004,U (Sep 04),183.6,183.6,177.8,177.8,178.1,-3.8,103,0,2003
8/19/2004,U (Sep 04),179,180.3,177.8,180.3,178.9,0.8,14,0,2174
8/20/2004,U (Sep 04),178.5,178.6,176,176.2,176.5,-2.4,26,0,2183
8/23/2004,U (Sep 04),175.1,176,173.3,176,174.7,-1.8,79,0,2218
8/24/2004,U (Sep 04),173.5,173.5,171.5,171.9,171,-3.7,89,0,2374
8/25/2004,U (Sep 04),171.5,172.1,163.4,165,165,-6,90,0,2275
8/26/2004,U (Sep 04),165,165,163.5,163.7,164.1,-0.9,22,0,2366
8/27/2004,U (Sep 04),163.3,163.3,161.4,161.4,161.5,-2.6,41,0,2361
8/30/2004,U (Sep 04),162.5,163.4,162.3,163.4,164.4,2.9,66,0,2395
8/31/2004,U (Sep 04),163.5,164,162.6,162.6,161.7,-2.7,139,0,2473
9/1/2004,U (Sep 04),161,161.6,160,160.1,160.2,-1.5,97,0,2491
9/2/2004,U (Sep 04),160.3,160.3,154.9,155,153.9,-6.3,202,0,2558
9/3/2004,U (Sep 04),153.9,154.9,152,152.6,152.6,-1.3,57,0,2521
9/7/2004,U (Sep 04),149.5,151,148.7,149,148.9,-3.7,250,0,2465
9/8/2004,U (Sep 04),148.7,148.7,146,146.4,145.9,-3,594,0,2649
9/9/2004,U (Sep 04),145.5,147,144.5,144.5,144.6,-1.3,642,0,2809
9/10/2004,U (Sep 04),146.2,146.2,142,142,142.9,-1.7,164,0,2769
9/13/2004,U (Sep 04),141.5,141.5,137,138.2,137.3,-5.6,268,0,2548
9/14/2004,U (Sep 04),138.5,138.9,134,134,135,-2.3,597,0,2406
9/15/2004,U (Sep 04),0,0,0,0,137.25,2.25,0,0,2350
