Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
9/20/2004,K (May 05),183.5,184.7,183.5,184.7,184.4,184.4,32,0,32
9/21/2004,K (May 05),184,186.9,184,186.2,186.6,2.2,146,0,171
9/22/2004,K (May 05),188.4,188.4,188.4,188.4,188,1.4,2,0,173
9/23/2004,K (May 05),0,0,0,0,188.4,0.4,0,0,173
9/24/2004,K (May 05),189,189,189,189,187.5,-0.9,12,0,185
9/27/2004,K (May 05),189.4,189.7,189.4,189.7,189.4,1.9,3,0,188
9/28/2004,K (May 05),189.8,189.8,189.8,189.8,188.2,-1.2,1,0,189
9/29/2004,K (May 05),187.2,187.4,186.4,186.4,186.7,-1.5,9,0,190
9/30/2004,K (May 05),187,187,187,187,186.2,-0.5,2,0,192
10/1/2004,K (May 05),182.5,183,182,182,181.9,-4.3,13,0,195
10/4/2004,K (May 05),0,0,0,0,181.4,-0.5,0,0,195
10/5/2004,K (May 05),181,181,179.6,180,179.4,-2,14,0,198
10/6/2004,K (May 05),178.6,178.6,178.6,178.6,177,-2.4,5,0,203
10/7/2004,K (May 05),0,0,0,0,177.9,0.9,0,0,203
10/8/2004,K (May 05),0,0,0,0,178.9,1,0,0,203
10/11/2004,K (May 05),179.1,179.1,177.5,177.5,177.9,-1,2,0,204
10/12/2004,K (May 05),0,0,0,0,178.9,1,0,0,204
10/13/2004,K (May 05),178.5,180.6,176.5,179.4,178.9,0,46,0,203
10/14/2004,K (May 05),180.1,180.1,180.1,180.1,180.1,1.2,1,0,204
10/15/2004,K (May 05),178.9,178.9,178.9,178.9,179.3,-0.8,1,0,205
10/18/2004,K (May 05),178.3,179.7,176.2,177.3,177.3,-2,100,0,240
10/19/2004,K (May 05),176.4,177.3,176.4,177.2,178.7,1.4,61,0,240
10/20/2004,K (May 05),180.2,180.5,179.3,180.5,180.4,1.7,11,0,250
10/21/2004,K (May 05),0,0,0,0,179.5,-0.9,0,0,245
10/22/2004,K (May 05),178.9,180,178.7,178.9,180.5,1,11,0,244
10/25/2004,K (May 05),182.1,184.2,182.1,184.2,183.8,3.3,32,0,276
10/26/2004,K (May 05),183.5,185,183.5,185,182.6,-1.2,22,0,297
10/27/2004,K (May 05),181.5,181.5,181.5,181.5,182.1,-0.5,1,0,297
10/28/2004,K (May 05),183.4,183.4,181,181,180.7,-1.4,19,0,300
10/29/2004,K (May 05),178.9,180.9,178.9,180.9,180.5,-0.2,4,0,300
