Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
03/23/2007,U (Sep 07),0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
03/26/2007,U (Sep 07),0.00,0.00,0.00,0.00,14.25,14.25,0,0,0
03/27/2007,U (Sep 07),0.00,0.00,0.00,0.00,14.28,0.03,0,0,0
03/28/2007,U (Sep 07),0.00,0.00,0.00,0.00,14.46,0.18,0,0,0
03/29/2007,U (Sep 07),0.00,0.00,0.00,0.00,14.43,-0.03,0,0,0
03/30/2007,U (Sep 07),14.33,14.33,14.33,14.33,14.33,-0.10,5,0,5
04/02/2007,U (Sep 07),0.00,0.00,0.00,0.00,14.39,0.06,0,0,5
04/03/2007,U (Sep 07),0.00,0.00,0.00,0.00,14.25,-0.14,0,0,5
04/04/2007,U (Sep 07),0.00,0.00,0.00,0.00,14.38,0.13,0,0,5
04/05/2007,U (Sep 07),0.00,0.00,0.00,0.00,14.34,-0.04,0,0,5
04/09/2007,U (Sep 07),0.00,0.00,0.00,0.00,14.40,0.06,0,0,5
04/10/2007,U (Sep 07),14.51,14.51,14.51,14.51,14.43,0.03,3,0,8
04/11/2007,U (Sep 07),14.56,14.56,14.56,14.56,14.58,0.15,50,0,55
04/12/2007,U (Sep 07),0.00,0.00,0.00,0.00,14.59,0.01,0,0,55
04/13/2007,U (Sep 07),0.00,0.00,0.00,0.00,14.41,-0.18,0,0,55
04/16/2007,U (Sep 07),0.00,0.00,0.00,0.00,14.29,-0.12,0,0,55
04/17/2007,U (Sep 07),14.20,14.20,14.15,14.15,14.11,-0.18,55,0,60
04/18/2007,U (Sep 07),0.00,0.00,0.00,0.00,14.13,0.02,0,0,20
04/19/2007,U (Sep 07),0.00,0.00,0.00,0.00,14.25,0.12,0,0,20
04/20/2007,U (Sep 07),14.20,14.20,14.20,14.20,14.17,-0.08,1,0,21
04/23/2007,U (Sep 07),14.25,14.25,14.25,14.25,14.22,0.05,1,0,21
04/24/2007,U (Sep 07),14.36,14.36,14.36,14.36,14.27,0.05,1,0,21
04/25/2007,U (Sep 07),0.00,0.00,0.00,0.00,14.10,-0.17,0,0,20
04/26/2007,U (Sep 07),14.18,14.18,14.18,14.18,14.21,0.11,10,0,30
04/27/2007,U (Sep 07),14.18,14.18,14.18,14.18,14.15,-0.06,1,0,21
04/30/2007,U (Sep 07),14.27,14.27,14.27,14.27,14.22,0.07,1,0,21
05/01/2007,U (Sep 07),14.35,14.35,14.35,14.35,14.25,0.03,1,0,21
05/02/2007,U (Sep 07),0.00,0.00,0.00,0.00,14.16,-0.09,0,0,20
05/03/2007,U (Sep 07),14.24,14.46,14.24,14.46,14.49,0.33,40,0,57
05/04/2007,U (Sep 07),14.52,14.67,14.52,14.65,14.59,0.10,131,0,186
05/07/2007,U (Sep 07),14.65,14.65,14.60,14.60,14.57,-0.02,475,0,647
05/08/2007,U (Sep 07),14.51,14.60,14.50,14.52,14.55,-0.02,245,0,818
05/09/2007,U (Sep 07),14.60,14.60,14.60,14.60,14.52,-0.03,50,0,645
05/10/2007,U (Sep 07),14.55,14.63,14.55,14.63,14.65,0.13,108,0,732
05/11/2007,U (Sep 07),14.50,14.50,14.50,14.50,14.59,-0.06,250,0,965
05/14/2007,U (Sep 07),14.60,14.81,14.60,14.81,14.77,0.18,221,0,1185
05/15/2007,U (Sep 07),14.65,14.85,14.65,14.85,14.79,0.02,427,0,1619
05/16/2007,U (Sep 07),14.81,15.07,14.81,14.94,14.97,0.18,232,0,1686
05/17/2007,U (Sep 07),14.97,15.03,14.97,15.03,14.96,-0.01,106,0,1679
