Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
04/20/2007,V (Oct 07),0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
04/23/2007,V (Oct 07),0.00,0.00,0.00,0.00,14.37,14.37,0,0,0
04/24/2007,V (Oct 07),0.00,0.00,0.00,0.00,14.38,0.01,0,0,0
04/25/2007,V (Oct 07),0.00,0.00,0.00,0.00,14.29,-0.09,0,0,0
04/26/2007,V (Oct 07),0.00,0.00,0.00,0.00,14.31,0.02,0,0,0
04/27/2007,V (Oct 07),0.00,0.00,0.00,0.00,14.31,0.00,0,0,0
04/30/2007,V (Oct 07),0.00,0.00,0.00,0.00,14.24,-0.07,0,0,0
05/01/2007,V (Oct 07),0.00,0.00,0.00,0.00,14.33,0.09,0,0,0
05/02/2007,V (Oct 07),0.00,0.00,0.00,0.00,14.33,0.00,0,0,0
05/03/2007,V (Oct 07),14.39,14.44,14.39,14.44,14.51,0.18,20,0,20
05/04/2007,V (Oct 07),14.67,14.67,14.67,14.67,14.62,0.11,1,0,21
05/07/2007,V (Oct 07),0.00,0.00,0.00,0.00,14.66,0.04,0,0,21
05/08/2007,V (Oct 07),0.00,0.00,0.00,0.00,14.67,0.01,0,0,21
05/09/2007,V (Oct 07),14.77,14.77,14.70,14.70,14.67,0.00,2,0,22
05/10/2007,V (Oct 07),0.00,0.00,0.00,0.00,14.65,-0.02,0,0,22
05/11/2007,V (Oct 07),14.75,14.75,14.75,14.75,14.64,-0.01,250,0,272
05/14/2007,V (Oct 07),14.70,14.75,14.70,14.75,14.75,0.11,11,0,283
05/15/2007,V (Oct 07),14.85,14.90,14.85,14.90,14.86,0.11,501,0,784
05/16/2007,V (Oct 07),14.95,15.11,14.91,15.00,15.01,0.15,260,0,1043
05/17/2007,V (Oct 07),15.08,15.08,15.08,15.08,15.02,0.01,5,0,1043
05/18/2007,V (Oct 07),0.00,0.00,0.00,0.00,14.97,-0.05,0,0,1043
05/21/2007,V (Oct 07),14.80,14.80,14.79,14.79,14.86,-0.11,3,0,1044
05/22/2007,V (Oct 07),14.82,14.83,14.82,14.83,14.89,0.03,2,0,1051
05/23/2007,V (Oct 07),14.85,14.85,14.85,14.85,14.78,-0.11,9,0,1051
05/24/2007,V (Oct 07),14.89,15.11,14.89,15.10,15.08,0.30,107,0,1134
05/25/2007,V (Oct 07),15.07,15.07,14.98,14.98,15.01,-0.07,2,0,1035
05/29/2007,V (Oct 07),15.15,15.15,15.05,15.05,14.93,-0.08,12,0,1047
05/30/2007,V (Oct 07),15.03,15.03,14.83,14.83,14.85,-0.08,16,0,1063
05/31/2007,V (Oct 07),14.80,14.81,14.80,14.81,14.80,-0.05,60,0,1120
06/01/2007,V (Oct 07),14.90,14.96,14.90,14.96,14.96,0.16,15,0,1135
06/04/2007,V (Oct 07),15.05,15.07,15.05,15.07,15.04,0.08,63,0,1198
06/05/2007,V (Oct 07),15.11,15.22,15.07,15.07,15.09,0.05,176,0,1282
06/06/2007,V (Oct 07),15.19,15.29,15.16,15.16,15.18,0.09,149,0,1408
06/07/2007,V (Oct 07),15.24,15.65,15.23,15.62,15.58,0.40,80,0,1456
