Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
10/20/2006,H (Mar 07),0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
10/23/2006,H (Mar 07),0.00,0.00,0.00,0.00,150.30,150.30,0,0,0
10/24/2006,H (Mar 07),151.60,151.60,151.60,151.60,150.10,-0.20,500,0,500
10/25/2006,H (Mar 07),148.70,149.20,148.70,149.20,149.90,-0.20,20,0,520
10/26/2006,H (Mar 07),0.00,0.00,0.00,0.00,149.60,-0.30,0,0,520
10/27/2006,H (Mar 07),149.90,149.90,149.90,149.90,148.50,-1.10,1,0,521
10/30/2006,H (Mar 07),0.00,0.00,0.00,0.00,146.60,-1.90,0,0,521
10/31/2006,H (Mar 07),0.00,0.00,0.00,0.00,146.10,-0.50,0,0,521
11/01/2006,H (Mar 07),0.00,0.00,0.00,0.00,144.90,-1.20,0,0,521
11/02/2006,H (Mar 07),0.00,0.00,0.00,0.00,145.10,0.20,0,0,521
11/03/2006,H (Mar 07),0.00,0.00,0.00,0.00,144.60,-0.50,0,0,521
11/06/2006,H (Mar 07),143.30,143.30,142.70,142.70,142.80,-1.80,20,0,541
11/07/2006,H (Mar 07),141.90,141.90,141.40,141.50,140.60,-2.20,22,0,563
11/08/2006,H (Mar 07),0.00,0.00,0.00,0.00,139.40,-1.20,0,0,563
11/09/2006,H (Mar 07),0.00,0.00,0.00,0.00,139.30,-0.10,0,0,563
11/10/2006,H (Mar 07),0.00,0.00,0.00,0.00,137.50,-1.80,0,0,563
11/13/2006,H (Mar 07),0.00,0.00,0.00,0.00,137.00,-0.50,0,0,563
11/14/2006,H (Mar 07),136.00,136.00,136.00,136.00,136.50,-0.50,10,0,573
11/15/2006,H (Mar 07),135.50,135.50,135.50,135.50,135.40,-1.10,10,0,583
11/16/2006,H (Mar 07),134.30,134.30,134.30,134.30,133.80,-1.60,18,0,593
11/17/2006,H (Mar 07),134.00,134.00,134.00,134.00,134.40,0.60,10,0,603
11/20/2006,H (Mar 07),133.50,133.50,133.40,133.50,134.30,-0.10,35,0,638
11/21/2006,H (Mar 07),134.50,135.00,134.50,135.00,135.00,0.70,30,0,668
11/22/2006,H (Mar 07),135.20,137.20,135.20,137.20,137.30,2.30,44,0,712
11/24/2006,H (Mar 07),137.90,141.00,137.90,141.00,140.00,2.70,529,0,1208
11/27/2006,H (Mar 07),142.50,143.70,142.50,143.70,143.20,3.20,12,0,1200
11/28/2006,H (Mar 07),144.30,144.70,141.00,141.00,141.50,-1.70,99,0,1219
11/29/2006,H (Mar 07),139.90,139.90,139.30,139.30,138.90,-2.60,11,0,1199
11/30/2006,H (Mar 07),138.30,138.30,138.30,138.30,138.30,-0.60,1,0,1200
12/01/2006,H (Mar 07),139.10,140.20,137.50,140.20,139.50,1.20,72,0,1247
12/04/2006,H (Mar 07),138.50,138.50,138.50,138.50,138.10,-1.40,10,0,1232
12/05/2006,H (Mar 07),136.95,137.00,136.95,137.00,136.70,-1.40,108,0,1333
12/06/2006,H (Mar 07),136.50,137.00,136.50,137.00,136.80,0.10,30,0,1363
12/07/2006,H (Mar 07),137.40,137.90,137.00,137.90,138.20,1.40,1461,0,2648
12/08/2006,H (Mar 07),137.10,137.60,137.10,137.10,137.30,-0.90,1193,0,3824
12/11/2006,H (Mar 07),138.20,138.20,137.00,137.00,136.50,-0.80,33,0,3830
